code_agb,code_ciqual,food_group,food_subgroup,name_french,name_lci,dqr,name_and_code,ef_score_agri,ef_score_processing,ef_score_packing,ef_score_transport,ef_score_distri,ef_score_consumption,ef_score_total,clim_change_agri,clim_change_processing,clim_change_packing,clim_change_transport,clim_change_distri,clim_change_consumption,clim_change_total,ozone_depl_agri,ozone_depl_processing,ozone_depl_packing,ozone_depl_transport,ozone_depl_distri,ozone_depl_consumption,ozone_depl_total,ion_rad_agri,ion_rad_processing,ion_rad_packing,ion_rad_transport,ion_rad_distri,ion_rad_consumption,ion_rad_total,photo_ozone_agri,photo_ozone_processing,photo_ozone_packing,photo_ozone_transport,photo_ozone_distri,photo_ozone_consumption,photo_ozone_total,fine_particles_agri,fine_particles_processing,fine_particles_packing,fine_particles_transport,fine_particles_distri,fine_particles_consumption,fine_particles_total,toxix_noncarc_agri,toxix_noncarc_processing,toxix_noncarc_packing,toxix_noncarc_transport,toxix_noncarc_distri,toxix_noncarc_consumption,toxix_noncarc_total,toxic_carc_agri,toxic_carc_processing,toxic_carc_packing,toxic_carc_transport,toxic_carc_distri,toxic_carc_consumption,toxic_carc_total,acid_land_water_agri,acid_land_water_processing,acid_land_water_packing,acid_land_water_transport,acid_land_water_distri,acid_land_water_consumption,acid_land_water_total,eutro_freshwater_agri,eutro_freshwater_processing,eutro_freshwater_packing,eutro_freshwater_transport,eutro_freshwater_distri,eutro_freshwater_consumption,eutro_freshwater_total,eutro_marine_agri,eutro_marine_processing,eutro_marine_packing,eutro_marine_transport,eutro_marine_distri,eutro_marine_consumption,eutro_marine_total,eutro_land_agri,eutro_land_processing,eutro_land_packing,eutro_land_transport,eutro_land_distri,eutro_land_consumption,eutro_land_total,ecotoxicity_fresh_agri,ecotoxicity_fresh_processing,ecotoxicity_fresh_packing,ecotoxicity_fresh_transport,ecotoxicity_fresh_distri,ecotoxicity_fresh_consumption,ecotoxicity_fresh_total,land_use_agri,land_use_processing,land_use_packing,land_use_transport,land_use_distri,land_use_consumption,land_use_total,depl_water_agri,depl_water_processing,depl_water_packing,depl_water_transport,depl_water_distri,depl_water_consumption,depl_water_total,depl_energy_agri,depl_energy_processing,depl_energy_packing,depl_energy_transport,depl_energy_distri,depl_energy_consumption,depl_energy_total,depl_mineral_agri,depl_mineral_processing,depl_mineral_packing,depl_mineral_transport,depl_mineral_distri,depl_mineral_consumption,depl_mineral_total,dqr_overall,dqr_p,dqr_tir,dqr_gr,dqr_ter,alim_grp_code,alim_ssgrp_code,alim_ssssgrp_code,alim_grp_nom_eng,alim_ssgrp_nom_eng,alim_ssssgrp_nom_eng,alim_code,alim_nom_eng,energy_kj,energy_kcal,protein,carbohydrate,fat,sugars,starch,fibres,cholesterol,salt,calcium,sodium,zinc,vitamin_d,magnesium,potassium,iron,animal,name,clim_change_car_kms,depl_water_people,depl_energy_parisians,depl_energy_eiffel_hours,depl_energy_eiffel_mins
12047,12047,lait et produits laitiers,fromages,"fromage à pâte molle à croûte lavée, au lait pasteurisé (type vieux pané)","soft-ripened washed-rind cheese, from pasteurised milk (vieux pané-type cheese)",2.24,"fromage à pâte molle à croûte lavée, au lait pasteurisé (type vieux pané) (12047)",0.42244964,0.026259841,0.021566061,0.016456344,0.0089059516,0.002442269,0.4980801065999999,4.591351,0.25128179,0.26233269,0.21100323,0.035969873,0.0066736979,5.358612280900001,9.6333618e-08,4.6773642e-08,6.2748189e-09,5.1072373e-08,2.5544527e-09,7.1115194e-10,2.0372005654e-07,0.16086887,0.17594339,0.02634091,0.013449375,0.14616274,0.04227436,0.5650396449999999,0.0072789155,0.00057284229,0.0007144084,0.00070619892,6.8118688e-05,1.9222376e-05,0.0093597061739999,3.5112323e-07,1.1308471e-08,6.899141e-09,1.3341413e-08,1.4339341e-09,4.0999127e-10,3.8451618037e-07,5.9939231e-08,1.8308647e-09,7.8095988e-10,1.4818494e-09,3.7951591e-10,1.0814384e-10,6.452056473e-08,2.5362139e-09,1.0474931e-10,6.4590492e-11,8.1167394e-11,2.4142758e-11,6.823398e-12,2.817687252e-09,0.052391301,0.0011636904,0.00082463665,0.00075391684,0.00014222058,4.0490366e-05,0.055316255836,0.00049523736,2.5446124e-05,6.5377476e-05,1.5645112e-05,8.1106689e-06,2.2997207e-06,0.0006121164616,0.016941391,0.00020247257,0.000178192,0.00021203289,3.1227072e-05,8.8895404e-06,0.0175742050724,0.22843658,0.0021822114,0.001690741,0.0022991368,0.00024555188,6.928173e-05,0.23492350281,51.659449,0.87323079,0.4869901799999999,0.97201334,0.096055436,0.025427296,54.11316604199999,274.8823,0.77673041,1.0538655,1.5405031,0.14329515,0.041106795,278.437800955,1.4840836,0.24426358,0.20835398,0.0095125737,0.019722873,0.0030656073,1.969002214,9.4725295,6.494337,4.9083197,2.8255506,3.2122466,0.92525579,27.838239190000003,9.6094507e-06,1.1319934e-06,9.1564395e-07,9.4630538e-07,9.1196772e-07,2.6338579e-07,1.377874694e-05,2.24,2.84,2.05,1.18,2.87,5,503,50301,milk and milk products,cheese and similar,soft cheeses,12047,"soft-ripened washed-rind cheese, from pasteurised milk (vieux pané-type cheese)",1290.0,311.0,20.3,0.0,25.7,0.0,0.0,0.0,,1.57,450.0,626.0,,0.95,18.1,99.3,,cow,soft-ripened washed-rind from pasteurised milk (vieux pané),31.336913923391815,13.126681426666668,0.522682988906893,0.06444036849537038,3.866422109722223
12008,12008,lait et produits laitiers,fromages,fromage à pâte molle double crème environ 30% mg,"soft-ripened cheese, double cream, around 30% fat",2.24,fromage à pâte molle double crème environ 30% mg (12008),0.41256767,0.0269607269999999,0.021566061,0.016456344,0.0089059516,0.002442269,0.4888990226,4.4839498,0.2579886,0.26233269,0.21100323,0.035969873,0.0066736979,5.257917890900001,9.4080175e-08,4.8022048e-08,6.2748189e-09,5.1072373e-08,2.5544527e-09,7.1115194e-10,2.0271501954e-07,0.15710582,0.18063939,0.02634091,0.013449375,0.14616274,0.04227436,0.565972595,0.0071086466,0.00058813168,0.0007144084,0.00070619892,6.8118688e-05,1.9222376e-05,0.0092047266639999,3.4290973e-07,1.1610299e-08,6.899141e-09,1.3341413e-08,1.4339341e-09,4.0999127e-10,3.7660450837e-07,5.8537128e-08,1.8797312e-09,7.8095988e-10,1.4818494e-09,3.7951591e-10,1.0814384e-10,6.316732822999999e-08,2.4768866e-09,1.0754511e-10,6.4590492e-11,8.1167394e-11,2.4142758e-11,6.823398e-12,2.7611557519999998e-09,0.05116576,0.0011947497,0.00082463665,0.00075391684,0.00014222058,4.0490366e-05,0.0541217741359999,0.00048365274,2.6125291e-05,6.5377476e-05,1.5645112e-05,8.1106689e-06,2.2997207e-06,0.0006012110086,0.016545097,0.00020787664,0.000178192,0.00021203289,3.1227072e-05,8.8895404e-06,0.0171833151424,0.22309298,0.0022404555,0.001690741,0.0022991368,0.00024555188,6.928173e-05,0.2296381469099999,50.451027,0.89653765,0.4869901799999999,0.97201334,0.096055436,0.025427296,52.92805090199999,268.45224,0.79746165,1.0538655,1.5405031,0.14329515,0.041106795,272.028472195,1.4493678,0.25078307,0.20835398,0.0095125737,0.019722873,0.0030656073,1.940805904,9.2509474,6.6676734,4.9083197,2.8255506,3.2122466,0.92525579,27.78999349,9.3846658e-06,1.1622068e-06,9.1564395e-07,9.4630538e-07,9.1196772e-07,2.6338579e-07,1.358417544e-05,2.24,2.84,2.05,1.18,2.87,5,503,50301,milk and milk products,cheese and similar,soft cheeses,12008,"soft-ripened cheese, double cream, around 30% fatwith bloomy rind",1380.0,333.0,17.5,0.0,29.4,,0.0,0.0,79.5,1.28,200.0,511.0,0.54,0.31,6.0,112.0,0.3,cow,soft-ripened double cream 30% fat,30.74805784152047,12.938706026666667,0.5217771411445473,0.06432868863425927,3.859721318055556
12003,12003,lait et produits laitiers,fromages,fromage à pâte molle et croûte fleurie (type camembert),soft-ripened cheese with bloomy rind (camembert-type cheese),2.24,fromage à pâte molle et croûte fleurie (type camembert) (12003),0.42436859,0.02616639,0.021566061,0.016456344,0.0089059516,0.002442269,0.4999056055999999,4.6122069,0.25038755,0.26233269,0.21100323,0.035969873,0.0066736979,5.378573940900001,9.6771206e-08,4.6607187e-08,6.2748189e-09,5.1072373e-08,2.5544527e-09,7.1115194e-10,2.0399118954e-07,0.16159961,0.17531726,0.02634091,0.013449375,0.14616274,0.04227436,0.565144255,0.0073119794,0.00057080371,0.0007144084,0.00070619892,6.8118688e-05,1.9222376e-05,0.0093907314939999,3.5271818e-07,1.1268228e-08,6.899141e-09,1.3341413e-08,1.4339341e-09,4.0999127e-10,3.8607088737e-07,6.0211501e-08,1.8243492e-09,7.8095988e-10,1.4818494e-09,3.7951591e-10,1.0814384e-10,6.478631922999999e-08,2.5477344e-09,1.0437654e-10,6.4590492e-11,8.1167394e-11,2.4142758e-11,6.823398e-12,2.8288349819999998e-09,0.052629285,0.0011595491,0.00082463665,0.00075391684,0.00014222058,4.0490366e-05,0.0555500985359999,0.00049748695,2.5355569e-05,6.5377476e-05,1.5645112e-05,8.1106689e-06,2.2997207e-06,0.0006142754966,0.017018346,0.00020175203,0.000178192,0.00021203289,3.1227072e-05,8.8895404e-06,0.0176504395324,0.22947424,0.0021744456,0.001690741,0.0022991368,0.00024555188,6.928173e-05,0.2359533970099999,51.894108,0.87012321,0.4869901799999999,0.97201334,0.096055436,0.025427296,54.34471746199999,276.13093,0.77396624,1.0538655,1.5405031,0.14329515,0.041106795,279.683666785,1.4908249,0.24339432,0.20835398,0.0095125737,0.019722873,0.0030656073,1.974874254,9.5155578,6.4712255,4.9083197,2.8255506,3.2122466,0.92525579,27.85815599,9.653101e-06,1.127965e-06,9.1564395e-07,9.4630538e-07,9.1196772e-07,2.6338579e-07,1.381836884e-05,2.24,2.84,2.05,1.18,2.87,5,503,50301,milk and milk products,cheese and similar,soft cheeses,12003,soft-ripened cheese with bloomy rind (camembert-type cheese),1490.0,359.0,17.5,0.0,32.3,,0.0,0.0,,1.18,523.0,470.0,,0.4,23.0,69.0,,cow,soft-ripened with bloomy rind (camembert),31.453648777192985,13.16582836,0.5230569411702675,0.06448647219907408,3.8691883319444447
12035,12035,lait et produits laitiers,fromages,"fromage à pâte molle et croûte lavée, allégé environ 13% mg","soft-ripened washed-rind cheese, reduced fat, around 13% fat",2.24,"fromage à pâte molle et croûte lavée, allégé environ 13% mg (12035)",0.40375009,0.027521435,0.021566061,0.016456344,0.0089059516,0.002442269,0.4806421506,4.3881168,0.26335405,0.26233269,0.21100323,0.035969873,0.0066736979,5.1674503409,9.2069451e-08,4.9020774e-08,6.2748189e-09,5.1072373e-08,2.5544527e-09,7.1115194e-10,2.0170302154e-07,0.15374808,0.18439619,0.02634091,0.013449375,0.14616274,0.04227436,0.566371655,0.0069567173,0.00060036318,0.0007144084,0.00070619892,6.8118688e-05,1.9222376e-05,0.009065028864,3.355809e-07,1.1851761e-08,6.899141e-09,1.3341413e-08,1.4339341e-09,4.0999127e-10,3.6951714037e-07,5.7286046e-08,1.9188244e-09,7.8095988e-10,1.4818494e-09,3.7951591e-10,1.0814384e-10,6.195533943e-08,2.4239494e-09,1.0978175e-10,6.4590492e-11,8.1167394e-11,2.4142758e-11,6.823398e-12,2.710455192e-09,0.050072222,0.0012195972,0.00082463665,0.00075391684,0.00014222058,4.0490366e-05,0.053053083636,0.00047331589,2.6668625e-05,6.5377476e-05,1.5645112e-05,8.1106689e-06,2.2997207e-06,0.0005914174926,0.016191488,0.0002121999,0.000178192,0.00021203289,3.1227072e-05,8.8895404e-06,0.0168340294024,0.21832493,0.0022870508,0.001690741,0.0022991368,0.00024555188,6.928173e-05,0.22491669221,49.372764,0.91518315,0.4869901799999999,0.97201334,0.096055436,0.025427296,51.86843340199999,262.71475,0.81404664,1.0538655,1.5405031,0.14329515,0.041106795,266.307567185,1.4183912,0.25599867,0.20835398,0.0095125737,0.019722873,0.0030656073,1.915044904,9.0532319,6.8063425,4.9083197,2.8255506,3.2122466,0.92525579,27.73094709,9.1840924e-06,1.1863774e-06,9.1564395e-07,9.4630538e-07,9.1196772e-07,2.6338579e-07,1.340777264e-05,2.24,2.84,2.05,1.18,2.87,5,503,50301,milk and milk products,cheese and similar,soft cheeses,12035,"soft-ripened washed-rind cheese, reduced fat, around 13% fat",825.0,198.0,21.6,0.0,12.6,,0.0,0.0,43.0,1.63,420.0,650.0,,,19.0,94.0,,cow,soft-ripened washed-rind 13% reduced fat,30.21900784152047,12.766966026666667,0.5206685024614198,0.06419200715277779,3.8515204291666674
12050,12050,lait et produits laitiers,fromages,fromage à pâte molle et croûte mixte (lavée et fleurie) colorée,"soft -ripened washed, bloomy and coloured rind cheese",2.24,fromage à pâte molle et croûte mixte (lavée et fleurie) colorée (12050),0.40375009,0.027521435,0.021566061,0.016456344,0.0089059516,0.002442269,0.4806421506,4.3881168,0.26335405,0.26233269,0.21100323,0.035969873,0.0066736979,5.1674503409,9.2069451e-08,4.9020774e-08,6.2748189e-09,5.1072373e-08,2.5544527e-09,7.1115194e-10,2.0170302154e-07,0.15374808,0.18439619,0.02634091,0.013449375,0.14616274,0.04227436,0.566371655,0.0069567173,0.00060036318,0.0007144084,0.00070619892,6.8118688e-05,1.9222376e-05,0.009065028864,3.355809e-07,1.1851761e-08,6.899141e-09,1.3341413e-08,1.4339341e-09,4.0999127e-10,3.6951714037e-07,5.7286046e-08,1.9188244e-09,7.8095988e-10,1.4818494e-09,3.7951591e-10,1.0814384e-10,6.195533943e-08,2.4239494e-09,1.0978175e-10,6.4590492e-11,8.1167394e-11,2.4142758e-11,6.823398e-12,2.710455192e-09,0.050072222,0.0012195972,0.00082463665,0.00075391684,0.00014222058,4.0490366e-05,0.053053083636,0.00047331589,2.6668625e-05,6.5377476e-05,1.5645112e-05,8.1106689e-06,2.2997207e-06,0.0005914174926,0.016191488,0.0002121999,0.000178192,0.00021203289,3.1227072e-05,8.8895404e-06,0.0168340294024,0.21832493,0.0022870508,0.001690741,0.0022991368,0.00024555188,6.928173e-05,0.22491669221,49.372764,0.91518315,0.4869901799999999,0.97201334,0.096055436,0.025427296,51.86843340199999,262.71475,0.81404664,1.0538655,1.5405031,0.14329515,0.041106795,266.307567185,1.4183912,0.25599867,0.20835398,0.0095125737,0.019722873,0.0030656073,1.915044904,9.0532319,6.8063425,4.9083197,2.8255506,3.2122466,0.92525579,27.73094709,9.1840924e-06,1.1863774e-06,9.1564395e-07,9.4630538e-07,9.1196772e-07,2.6338579e-07,1.340777264e-05,2.24,2.84,2.05,1.18,2.87,5,503,50301,milk and milk products,cheese and similar,soft cheeses,12050,"soft -ripened washed, bloomy and coloured rind cheese",1380.0,332.0,18.2,0.0,29.0,0.0,0.0,0.0,68.0,,450.0,,,,,,0.2,cow,soft -ripened washed bloomy and coloured rind,30.21900784152047,12.766966026666667,0.5206685024614198,0.06419200715277779,3.8515204291666674
12033,12033,lait et produits laitiers,fromages,fromage à pâte molle triple crème environ 40% mg,"soft-ripened cheese, triple cream, around 40% fat",2.24,fromage à pâte molle triple crème environ 40% mg (12033),0.40375009,0.027521435,0.021566061,0.016456344,0.0089059516,0.002442269,0.4806421506,4.3881168,0.26335405,0.26233269,0.21100323,0.035969873,0.0066736979,5.1674503409,9.2069451e-08,4.9020774e-08,6.2748189e-09,5.1072373e-08,2.5544527e-09,7.1115194e-10,2.0170302154e-07,0.15374808,0.18439619,0.02634091,0.013449375,0.14616274,0.04227436,0.566371655,0.0069567173,0.00060036318,0.0007144084,0.00070619892,6.8118688e-05,1.9222376e-05,0.009065028864,3.355809e-07,1.1851761e-08,6.899141e-09,1.3341413e-08,1.4339341e-09,4.0999127e-10,3.6951714037e-07,5.7286046e-08,1.9188244e-09,7.8095988e-10,1.4818494e-09,3.7951591e-10,1.0814384e-10,6.195533943e-08,2.4239494e-09,1.0978175e-10,6.4590492e-11,8.1167394e-11,2.4142758e-11,6.823398e-12,2.710455192e-09,0.050072222,0.0012195972,0.00082463665,0.00075391684,0.00014222058,4.0490366e-05,0.053053083636,0.00047331589,2.6668625e-05,6.5377476e-05,1.5645112e-05,8.1106689e-06,2.2997207e-06,0.0005914174926,0.016191488,0.0002121999,0.000178192,0.00021203289,3.1227072e-05,8.8895404e-06,0.0168340294024,0.21832493,0.0022870508,0.001690741,0.0022991368,0.00024555188,6.928173e-05,0.22491669221,49.372764,0.91518315,0.4869901799999999,0.97201334,0.096055436,0.025427296,51.86843340199999,262.71475,0.81404664,1.0538655,1.5405031,0.14329515,0.041106795,266.307567185,1.4183912,0.25599867,0.20835398,0.0095125737,0.019722873,0.0030656073,1.915044904,9.0532319,6.8063425,4.9083197,2.8255506,3.2122466,0.92525579,27.73094709,9.1840924e-06,1.1863774e-06,9.1564395e-07,9.4630538e-07,9.1196772e-07,2.6338579e-07,1.340777264e-05,2.24,2.84,2.05,1.18,2.87,5,503,50301,milk and milk products,cheese and similar,soft cheeses,12033,"soft-ripened cheese, triple cream, around 40% fat",1550.0,376.0,9.89,0.0,37.5,0.0,0.0,0.0,122.0,1.09,230.0,436.0,0.54,0.36,6.0,119.0,0.3,cow,soft-ripened triple cream 40% fat,30.21900784152047,12.766966026666667,0.5206685024614198,0.06419200715277779,3.8515204291666674
12116,12116,lait et produits laitiers,fromages,"fromage à pate pressée cuite type emmental ou emmenthal, allégé en matière grasse","hard cheese, emmental-type cheese, reduced fat",2.27,"fromage à pate pressée cuite type emmental ou emmenthal, allégé en matière grasse (12116)",0.48311854,0.0413938779999999,0.021566061,0.016456344,0.0089059516,0.002442269,0.5738830436,5.2507248,0.38649825,0.26233269,0.21100323,0.035969873,0.0066736979,6.153202540900001,1.101683e-07,6.4680088e-08,6.2748189e-09,5.1072373e-08,2.5544527e-09,7.1115194e-10,2.3546118454e-07,0.1839716,0.25399974,0.02634091,0.013449375,0.14616274,0.04227436,0.6661987249999999,0.0083242562,0.001000673,0.0007144084,0.00070619892,6.8118688e-05,1.9222376e-05,0.0108328775839999,4.0154879e-07,3.7659938e-08,6.899141e-09,1.3341413e-08,1.4339341e-09,4.0999127e-10,4.6129320737e-07,6.8547233e-08,1.9289509e-09,7.8095988e-10,1.4818494e-09,3.7951591e-10,1.0814384e-10,7.322665293e-08,2.900445e-09,1.7424475e-10,6.4590492e-11,8.1167394e-11,2.4142758e-11,6.823398e-12,3.2514137919999996e-09,0.059915328,0.0016572626,0.00082463665,0.00075391684,0.00014222058,4.0490366e-05,0.063333855036,0.00056635947,3.4371577e-05,6.5377476e-05,1.5645112e-05,8.1106689e-06,2.2997207e-06,0.0006921640246,0.019374381,0.0003626705,0.000178192,0.00021203289,3.1227072e-05,8.8895404e-06,0.0201673930024,0.26124285,0.0037182417,0.001690741,0.0022991368,0.00024555188,6.928173e-05,0.26926580311,59.078373,1.0238570299999998,0.4869901799999999,0.97201334,0.096055436,0.025427296,61.682716282,314.35874,3.4823116,1.0538655,1.5405031,0.14329515,0.041106795,320.619822145,1.697216,0.20283763,0.20835398,0.0095125737,0.019722873,0.0030656073,2.140708664,10.8329,9.9368903,4.9083197,2.8255506,3.2122466,0.92525579,32.64116299,1.0989485e-05,1.2721768e-06,9.1564395e-07,9.4630538e-07,9.1196772e-07,2.6338579e-07,1.5298964639999997e-05,2.27,2.85,2.05,1.29,2.88,5,503,50303,milk and milk products,cheese and similar,semihard cheeses,12116,"hard cheese, emmental-type cheese, reduced fat",1180.0,282.0,30.6,0.0,18.0,0.0,0.0,0.0,67.0,1.0,950.0,400.0,4.1,0.48,45.0,110.0,0.2,cow,hard emmental reduced fat,35.98364059005848,14.271391093333333,0.6128613421476337,0.07555824766203703,4.5334948597222215
12520,12520,lait et produits laitiers,fromages,fromage bleu au lait de vache,"blue cheese, from cow's milk",2.24,fromage bleu au lait de vache (12520),0.41641983,0.026680372,0.021566061,0.016456344,0.0089059516,0.002442269,0.4924708276,4.5258166,0.25530588,0.26233269,0.21100323,0.035969873,0.0066736979,5.2971019709,9.4958605e-08,4.7522686e-08,6.2748189e-09,5.1072373e-08,2.5544527e-09,7.1115194e-10,2.0309408754000002e-07,0.15857272,0.17876099,0.02634091,0.013449375,0.14616274,0.04227436,0.565561095,0.0071750202,0.00058201592,0.0007144084,0.00070619892,6.8118688e-05,1.9222376e-05,0.0092649845039999,3.4611149e-07,1.1489568e-08,6.899141e-09,1.3341413e-08,1.4339341e-09,4.0999127e-10,3.7968553737e-07,5.9083691e-08,1.8601846e-09,7.8095988e-10,1.4818494e-09,3.7951591e-10,1.0814384e-10,6.369434462999999e-08,2.5000133e-09,1.0642679e-10,6.4590492e-11,8.1167394e-11,2.4142758e-11,6.823398e-12,2.783164132e-09,0.051643496,0.001182326,0.00082463665,0.00075391684,0.00014222058,4.0490366e-05,0.0545870864359999,0.00048816862,2.5853625e-05,6.5377476e-05,1.5645112e-05,8.1106689e-06,2.2997207e-06,0.0006054552226,0.016699579,0.00020571502,0.000178192,0.00021203289,3.1227072e-05,8.8895404e-06,0.0173356355224,0.225176,0.0022171579,0.001690741,0.0022991368,0.00024555188,6.928173e-05,0.2316978693099999,50.922089,0.8872149,0.4869901799999999,0.97201334,0.096055436,0.025427296,53.389790152,270.95878,0.78916915,1.0538655,1.5405031,0.14329515,0.041106795,274.526719695,1.4629006,0.24817528,0.20835398,0.0095125737,0.019722873,0.0030656073,1.951730914,9.3373238,6.5983389,4.9083197,2.8255506,3.2122466,0.92525579,27.807035390000003,9.4722907e-06,1.1501214e-06,9.1564395e-07,9.4630538e-07,9.1196772e-07,2.6338579e-07,1.365971494e-05,2.24,2.84,2.05,1.18,2.87,5,503,50302,milk and milk products,cheese and similar,blue cheeses,12520,"blue cheese, from cow's milk",1380.0,333.0,19.9,0.0,28.3,0.25,0.0,0.0,97.8,2.89,494.0,850.0,3.88,0.42,23.0,130.0,0.23,cow,blue,30.977204508187132,13.011539426666667,0.5220971150900207,0.06436813747685186,3.862088248611111
12521,12521,lait et produits laitiers,fromages,fromage bleu d'auvergne,"auvergne blue cheese, from cow's milk",2.24,fromage bleu d'auvergne (12521),0.42828593,0.025886036,0.021566061,0.016456344,0.0089059516,0.002442269,0.5035425916,4.6547821,0.24770483,0.26233269,0.21100323,0.035969873,0.0066736979,5.418466420900001,9.7664501e-08,4.6107825e-08,6.2748189e-09,5.1072373e-08,2.5544527e-09,7.1115194e-10,2.0438512254e-07,0.16309133,0.17343886,0.02634091,0.013449375,0.14616274,0.04227436,0.564757575,0.0073794763,0.00056468795,0.0007144084,0.00070619892,6.8118688e-05,1.9222376e-05,0.0094521126339999,3.5597412e-07,1.1147497e-08,6.899141e-09,1.3341413e-08,1.4339341e-09,4.0999127e-10,3.8920609637e-07,6.0767312e-08,1.8048026e-09,7.8095988e-10,1.4818494e-09,3.7951591e-10,1.0814384e-10,6.532258362999999e-08,2.5712525e-09,1.0325822e-10,6.4590492e-11,8.1167394e-11,2.4142758e-11,6.823398e-12,2.851234762e-09,0.053115105,0.0011471254,0.00082463665,0.00075391684,0.00014222058,4.0490366e-05,0.056023494836,0.00050207924,2.5083902e-05,6.5377476e-05,1.5645112e-05,8.1106689e-06,2.2997207e-06,0.0006185961196,0.017175442,0.0001995904,0.000178192,0.00021203289,3.1227072e-05,8.8895404e-06,0.0178053739024,0.23159251,0.0021511479,0.001690741,0.0022991368,0.00024555188,6.928173e-05,0.23804836931,52.373142,0.8608004599999999,0.4869901799999999,0.97201334,0.096055436,0.025427296,54.814428712,278.6799,0.76567375,1.0538655,1.5405031,0.14329515,0.041106795,282.224344295,1.5045867,0.24078652,0.20835398,0.0095125737,0.019722873,0.0030656073,1.986028254,9.6033958,6.4018909,4.9083197,2.8255506,3.2122466,0.92525579,27.87665939,9.7422087e-06,1.1158796e-06,9.1564395e-07,9.4630538e-07,9.1196772e-07,2.6338579e-07,1.389539114e-05,2.24,2.84,2.05,1.18,2.87,5,503,50302,milk and milk products,cheese and similar,blue cheeses,12521,"auvergne blue cheese, from cow's milk",1420.0,343.0,22.4,0.0,28.4,0.0,0.0,0.0,59.0,2.85,551.0,1050.0,2.69,,18.1,126.0,0.3,cow,auvergne blue,31.68693813391813,13.240188360000001,0.5234043558307614,0.06452930414351853,3.8717582486111115
12527,12527,lait et produits laitiers,fromages,fromage bleu de bresse,"bresse blue cheese, from cow's milk",2.24,fromage bleu de bresse (12527),0.41641983,0.026680372,0.021566061,0.016456344,0.0089059516,0.002442269,0.4924708276,4.5258166,0.25530588,0.26233269,0.21100323,0.035969873,0.0066736979,5.2971019709,9.4958605e-08,4.7522686e-08,6.2748189e-09,5.1072373e-08,2.5544527e-09,7.1115194e-10,2.0309408754000002e-07,0.15857272,0.17876099,0.02634091,0.013449375,0.14616274,0.04227436,0.565561095,0.0071750202,0.00058201592,0.0007144084,0.00070619892,6.8118688e-05,1.9222376e-05,0.0092649845039999,3.4611149e-07,1.1489568e-08,6.899141e-09,1.3341413e-08,1.4339341e-09,4.0999127e-10,3.7968553737e-07,5.9083691e-08,1.8601846e-09,7.8095988e-10,1.4818494e-09,3.7951591e-10,1.0814384e-10,6.369434462999999e-08,2.5000133e-09,1.0642679e-10,6.4590492e-11,8.1167394e-11,2.4142758e-11,6.823398e-12,2.783164132e-09,0.051643496,0.001182326,0.00082463665,0.00075391684,0.00014222058,4.0490366e-05,0.0545870864359999,0.00048816862,2.5853625e-05,6.5377476e-05,1.5645112e-05,8.1106689e-06,2.2997207e-06,0.0006054552226,0.016699579,0.00020571502,0.000178192,0.00021203289,3.1227072e-05,8.8895404e-06,0.0173356355224,0.225176,0.0022171579,0.001690741,0.0022991368,0.00024555188,6.928173e-05,0.2316978693099999,50.922089,0.8872149,0.4869901799999999,0.97201334,0.096055436,0.025427296,53.389790152,270.95878,0.78916915,1.0538655,1.5405031,0.14329515,0.041106795,274.526719695,1.4629006,0.24817528,0.20835398,0.0095125737,0.019722873,0.0030656073,1.951730914,9.3373238,6.5983389,4.9083197,2.8255506,3.2122466,0.92525579,27.807035390000003,9.4722907e-06,1.1501214e-06,9.1564395e-07,9.4630538e-07,9.1196772e-07,2.6338579e-07,1.365971494e-05,2.24,2.84,2.05,1.18,2.87,5,503,50302,milk and milk products,cheese and similar,blue cheeses,12527,"bresse blue cheese, from cow's milk",1420.0,342.0,17.4,0.0,30.5,0.0,0.0,0.0,91.0,1.58,434.0,450.0,2.5,0.2,17.0,128.0,1.0,cow,bresse blue,30.977204508187132,13.011539426666667,0.5220971150900207,0.06436813747685186,3.862088248611111
